pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist,label
156.0,3.96,12.0,6199.0,1.4,1.15,106.289,2.0
278.3618,3.54,4.6,6320.0,1.273,1.16,106.289,2.0
278.3618,7.91263,12.0,5659.0,1.28,0.88,106.289,2.0
48.1,7.91263,12.0,6199.0,1.35,1.14,106.289,2.0
1114.0,7.91263,12.0,6226.0,1.343,1.168,106.289,2.0
131.0,5.51,12.0,6199.0,1.4,1.15,106.289,2.0
369.0,4.92,12.0,6320.0,1.273,1.16,106.289,2.0
4.622654,7.91263,12.0,6226.0,1.343,1.168,106.289,2.0
1084.0,7.91263,12.0,6226.0,1.343,1.168,106.289,2.0
46.4,7.91263,12.0,6199.0,1.35,1.14,106.289,2.0
542.07975,9.2,12.0,6320.0,1.273,1.16,106.289,2.0
324.0,10.2,12.0,6199.0,1.4,1.15,106.289,2.0
19.3044,3.84,27.0,5620.0,0.98,0.92,272.36,2.0
19.292062,7.91263,12.0,5533.0,0.968923,0.973,272.36,2.0
19.30553,3.773,25.2,5533.0,0.956,0.88,272.36,2.0
19.30481,2.98,12.0,5659.0,0.721,0.88,272.36,2.0
19.3037,4.37,12.0,5581.0,1.08,0.92,272.36,2.0
19.30691,3.92,12.0,5647.0,0.93,0.94,272.36,2.0
19.307044,3.73470986,12.0,5638.0,0.902012,0.958188,272.36,2.0
19.307107,3.83,12.0,5454.0,0.86,0.88,272.36,2.0
1.674,7.91263,12.0,6115.49,1.21742,1.153,188.959,2.0
1.673737,1.52,12.0,5659.0,1.273,0.88,188.959,2.0
1.673916,3.5,12.0,6120.0,1.19,1.18,188.959,2.0
1.673847,3.6,12.0,5659.0,1.23,0.88,188.959,2.0
1.67344228,7.91263,12.0,6115.49,1.21742,1.153,188.959,2.0
1.673918,4.67,12.0,5659.0,1.572,0.88,188.959,2.0
1.6739,7.91263,12.0,6115.49,1.21742,1.153,188.959,2.0
1.673833,3.59,12.0,6168.0,1.22,1.23,188.959,2.0
1.6739035,3.88,21.8,5945.0,1.24,1.15,188.959,2.0
1.6739024,3.45,12.0,6120.0,1.19,1.18,188.959,2.0
1.6739029,3.44449,12.0,6115.5,1.22,0.88,188.959,2.0
1.67389,3.57,8.0,6044.0,1.227,1.21,188.959,2.0
14.677214,2.19420598,12.0,4942.0,0.769722,0.833034,188.33,2.0
14.6843,7.91263,12.0,4695.41,0.800765,0.75,188.33,2.0
14.677286,2.0,12.0,4819.0,0.73,0.8,188.33,2.0
14.66146147,7.91263,12.0,4695.41,0.800765,0.75,188.33,2.0
14.67665,1.94,12.0,5659.0,0.682,0.88,188.33,2.0
14.675828,1.85,12.0,5659.0,0.725,0.88,188.33,2.0
14.6762429,2.0,12.0,4927.0,0.76,0.82,188.33,2.0
9.9147,7.91263,12.0,4638.0,0.768432,0.736,188.175,2.0
9.915615,1.3,12.0,4695.0,0.71,0.77,188.175,2.0
1.9741,7.91263,12.0,3578.0,0.502513,0.500534,189.289,2.0
1.9741954,1.79,12.0,3712.0,0.48,0.51,189.289,2.0
1.97419,1.9,12.0,3660.0,0.48,0.51,189.289,2.0
1.974991,7.91263,12.0,3820.0,0.484,0.88,189.289,2.0
1.974202,2.43,12.0,5659.0,0.5573,0.88,189.289,2.0
1.974172,0.99,12.0,5659.0,0.303,0.88,189.289,2.0
1.974238,1.96,12.0,3546.46,0.492279,0.426533,189.289,2.0
1.974,7.91263,12.0,3578.0,0.502513,0.500534,189.289,2.0
8.267,7.91263,12.0,5411.15,0.915405,0.941,197.989,2.0
8.26698,3.55,12.0,5659.0,0.947,0.88,197.989,2.0
8.267704,3.37,12.0,5464.0,0.91,0.99,197.989,2.0
8.26679,3.40690334,12.0,5475.0,0.908831,0.964948,197.989,2.0
8.267084,3.5,12.0,5659.0,0.98,0.88,197.989,2.0
8.2669897,7.91263,12.0,5636.0,0.97,0.88,197.989,2.0
8.2669928,3.59,12.0,5636.0,0.97,1.05,197.989,2.0
8.26726,3.4,15.4,5373.0,0.905,0.94,197.989,2.0
8.266902,3.59,30.0,5434.0,0.95,1.01,197.989,2.0
8.26345949,7.91263,12.0,5411.15,0.915405,0.941,197.989,2.0
8.2669589,3.44807,12.0,5411.1,0.92,0.88,197.989,2.0
3.313959,15.98,12.0,6061.0,1.81,1.3,685.2,2.0
3.3139095,17.38,12.0,5659.0,1.908,0.88,685.2,2.0
3.313921,12.04276422,12.0,6178.0,1.334682,1.257584,685.2,2.0
3.3139151,7.91263,12.0,6030.0,1.78,1.3,685.2,2.0
3.313944,14.4,12.0,5659.0,1.73,0.88,685.2,2.0
3.31392,16.14096,266.9772,6030.0,1.78,1.3,685.2,2.0
4.73401,5.28,59.4,5474.0,1.75,2.83,477.295,2.0
4.73355750515,5.38526663,12.0,5496.0,1.75896,0.88,477.295,2.0
4.73379,7.56448313,12.0,5414.0,2.306381,1.28805,477.295,2.0
4.73360988,7.91263,12.0,5496.0,1.75896,0.964,477.295,2.0
4.73401,5.28,59.4,5474.0,1.75,1.121,477.295,2.0
4.734006,5.3,12.0,5659.0,1.77,0.88,477.295,2.0
4.734,7.91263,12.0,5496.0,1.75896,0.964,477.295,2.0
4.733999,5.33,12.0,5599.0,1.76,1.17,477.295,2.0
4.73363,5.81,12.0,5659.0,1.797,0.88,477.295,2.0
39.8642,2.92,12.0,5659.0,0.896,0.88,329.309,2.0
39.93767,7.55,12.0,5433.0,5.15,1.35,329.309,2.0
39.863566,2.47,12.0,5133.0,0.78,0.88,329.309,2.0
39.8478,2.42,12.0,5264.0,0.83,0.89,329.309,2.0
13.864,7.91263,12.0,4936.0,0.71181,0.811,116.474,2.0
13.86391,2.52419159,12.0,4877.0,0.692198,0.724359,116.474,2.0
13.86387,2.56,12.0,4950.0,0.71,0.75,116.474,2.0
13.86375,2.592,15.9,5010.0,0.713,0.738,116.474,2.0
13.86368,2.558,17.0,4868.0,0.71,0.7,116.474,2.0
13.8636,2.55,12.0,5659.0,0.686,0.88,116.474,2.0
13.86383,2.5,12.0,5659.0,0.68,0.88,116.474,2.0
13.85870316,7.91263,12.0,4936.0,0.71181,0.811,116.474,2.0
13.86375,2.592,16.7,5010.0,0.713,0.738,116.474,2.0
5.35161,2.09,12.0,5788.0,1.17,0.88,200.394,2.0
5.351403,1.22263837,12.0,5741.0,0.922706,0.876863,200.394,2.0
5.35117,1.9,8.6,5730.0,1.23,0.88,200.394,2.0
5.35232,1.184,5.4,5832.0,0.884,0.83,200.394,2.0
5.3518,1.82,5.58,5775.0,1.25,0.84,200.394,2.0
5.35185,1.41,12.0,5659.0,1.275,0.88,200.394,2.0
5.3518,1.82,5.29,5775.0,1.25,0.84,200.394,2.0
15.6805,7.91263,11.08,5775.0,1.25,0.84,200.394,2.0
15.6785,7.91263,11.3,5775.0,1.25,0.84,200.394,2.0
5.817649,12.55,12.0,5659.0,1.288,0.88,635.722,2.0
5.817685,12.14,12.0,5660.0,1.24,1.04,635.722,2.0
5.8176015,7.91263,12.0,5627.0,1.047,1.007,635.722,2.0
5.817608,10.42437,410.0007,5627.0,1.047,1.007,635.722,2.0
5.817681,12.5,12.0,5659.0,1.33,0.88,635.722,2.0
5.8176452,11.6459,12.0,5633.4,1.22,0.88,635.722,2.0
11.39109,10.558878,587.9855,5027.0,0.828,0.832,475.758,2.0
11.3909311,10.44677001,638.83509807,4920.0,0.824,0.86,475.758,2.0
11.3909344,10.88,12.0,5039.0,0.87,0.89,475.758,2.0
11.39096852897,11.19847412,12.0,5027.0,0.875936,0.88,475.758,2.0
11.391,7.91263,12.0,4913.0,0.875936,0.81,475.758,2.0
11.38576954,7.91263,12.0,4913.0,0.875936,0.81,475.758,2.0
11.390955,10.71,12.0,5659.0,0.854,0.88,475.758,2.0
11.391432,11.1,12.0,5659.0,0.9,0.88,475.758,2.0
11.390931,10.59248676,638.83509807,4899.0,0.832,0.863,475.758,2.0
11.391013,10.67,12.0,5044.0,0.84,0.89,475.758,2.0
20.2729914,11.80305668,321.00669107,5870.0,0.855,0.918,413.591,2.0
20.272,7.91263,12.0,5742.0,0.85554,1.026,413.591,2.0
20.272602,11.5,12.0,5659.0,0.86,0.88,413.591,2.0
20.272615,12.06,12.0,5657.0,0.88,0.95,413.591,2.0
20.272992,7.91263,12.0,5659.0,1.08,0.88,413.591,2.0
20.2730282,10.4386,12.0,5742.0,0.86,0.88,413.591,2.0
20.273017,7.91263,12.0,5657.0,0.88,0.95,413.591,2.0
20.27362337,7.91263,12.0,5742.0,0.85554,1.026,413.591,2.0
20.2729861,7.91263,12.0,5560.0,0.881,0.831,413.591,2.0
20.273034,12.498035,266.9772,5560.0,0.881,0.831,413.591,2.0
20.27285,11.55,12.0,5659.0,0.831,0.88,413.591,2.0
4.6556782,0.814,12.0,4264.0,0.66,0.88,49.3855,2.0
4.654879,7.91263,12.0,4348.35,0.6694,0.694512,49.3855,2.0
4.655411,0.69,12.0,4348.35,0.6694,0.694512,49.3855,2.0
4.655335,0.71889232,12.0,4547.0,0.687426,0.726778,49.3855,2.0
1.291563,2.03,12.0,3676.0,0.513,0.532,101.632,2.0
1.291505,1.96,12.0,3842.12,0.491598,0.582006,101.632,2.0
1.291651,2.1,12.0,5659.0,0.52,0.88,101.632,2.0
1.29160335703,2.45117748,12.0,3689.0,0.514745,0.88,101.632,2.0
1.292,7.91263,12.0,3689.0,0.514745,0.512437,101.632,2.0
1.2916,2.03,12.0,3778.0,0.51,0.54,101.632,2.0
1.291626,7.91263,12.0,3689.0,0.514745,0.512437,101.632,2.0
1.291605,1.74,12.0,5659.0,0.4,0.88,101.632,2.0
5.443984,2.1,12.0,5659.0,0.52,0.88,101.632,2.0
5.44425,1.75,12.0,5659.0,0.4,0.88,101.632,2.0
5.44482,2.03,12.0,3842.12,0.491598,0.582006,101.632,2.0
5.44425,1.94,12.0,3676.0,0.513,0.532,101.632,2.0
5.444017,2.06,12.0,3778.0,0.51,0.54,101.632,2.0
50.9254,2.48,12.0,5659.0,0.702,0.88,321.722,2.0
50.92092,2.54,12.0,4726.29,0.734626,0.756446,321.722,2.0
7.728,7.91263,12.0,4525.0,0.739177,0.71,365.581,2.0
7.727283,2.53,12.0,4740.0,0.71,0.76,365.581,2.0
7.727574,2.6,12.0,5659.0,0.71,0.88,365.581,2.0
7.72651124,7.91263,12.0,4525.0,0.739177,0.71,365.581,2.0
7.728578,2.29,12.0,4752.8,0.679343,0.762669,365.581,2.0
7.7285,2.16,12.0,5659.0,0.589,0.88,365.581,2.0
8.2824161,2.14,12.0,5615.0,0.92,0.88,326.381,2.0
8.28246,2.44,5.2,5672.0,1.117,0.965,326.381,2.0
8.28176,2.72,12.0,6177.0,1.31,1.18,326.381,2.0
8.28192,2.48,12.0,5659.0,1.084,0.88,326.381,2.0
8.282455,2.18823473,12.0,5663.0,1.005112,0.935733,326.381,2.0
8.28212,2.33,12.0,5800.0,1.01,1.01,326.381,2.0
5.185972,7.91263,12.0,4664.8,0.649127,0.74,169.398,2.0
5.185743,7.7,12.0,5659.0,0.71,0.88,169.398,2.0
5.1857539,7.52,12.0,4690.0,0.67,0.69,169.398,2.0
5.185759,7.64369371,12.0,4695.0,0.686484,0.72709,169.398,2.0
5.185761,7.5,12.0,4551.0,0.68,0.72,169.398,2.0
5.185754,9.12,12.0,4471.38,0.768,0.711514,169.398,2.0
5.185758,7.44,12.0,5659.0,0.637,0.88,169.398,2.0
5.1857532,7.91263,12.0,4471.38,0.768,0.711514,169.398,2.0
5.185768,7.50399,12.0,4664.8,0.65,0.88,169.398,2.0
5.185738,7.16,51.0,4526.0,0.675,0.71,169.398,2.0
5.186,7.91263,12.0,4664.8,0.649127,0.74,169.398,2.0
2.2193023,1.16,12.0,4009.0,0.59,0.63,72.0444,2.0
2.219405,1.28,12.0,3993.36,0.590802,0.629589,72.0444,2.0
2.219368,1.17,12.0,5659.0,0.532,0.88,72.0444,2.0
2.219225,1.3,12.0,5659.0,0.63,0.88,72.0444,2.0
2.219282,1.21,12.0,4027.0,0.6,0.62,72.0444,2.0
2.219315,1.22,12.0,3903.0,0.612,0.644,72.0444,2.0
2.21944122,7.91263,12.0,3807.0,0.613895,0.59928,72.0444,2.0
2.219,7.91263,12.0,3807.0,0.613895,0.59928,72.0444,2.0
30.951524,2.76,12.0,4035.0,0.59,0.62,161.555,2.0
30.954222,2.5,12.0,4040.0,0.598,0.88,161.555,2.0
30.956763,2.65,12.0,4075.67,0.571015,0.649093,161.555,2.0
30.952606,3.0,12.0,5659.0,0.64,0.88,161.555,2.0
30.954,3.07,12.0,5659.0,0.637,0.88,161.555,2.0
30.96028326,7.91263,12.0,3856.0,0.609039,0.595401,161.555,2.0
30.953,7.91263,12.0,3856.0,0.609039,0.595401,161.555,2.0
30.9542,2.66,12.0,3880.0,0.592,0.615,161.555,2.0
6.413718,2.6,12.0,5659.0,0.35,0.88,140.385,2.0
6.413651,2.9,12.0,3570.0,0.388,0.39,140.385,2.0
6.414008,2.9,12.0,3620.0,0.394,0.88,140.385,2.0
6.413766,3.03,12.0,3560.0,0.41,0.43,140.385,2.0
6.41362,2.36,12.0,5659.0,0.299,0.88,140.385,2.0
6.413539,2.64,12.0,3560.7,0.344292,0.436372,140.385,2.0
6.414,7.91263,12.0,3471.0,0.4094,0.402051,140.385,2.0
21.750264,2.18,12.0,3654.47,0.402049,0.494727,124.156,2.0
7.385655,1.97,12.0,4339.0,0.65,0.69,102.953,2.0
7.38795716,7.91263,12.0,4259.0,0.668695,0.666,102.953,2.0
7.385453,2.0,12.0,5659.0,0.66,0.88,102.953,2.0
7.38711,1.92,12.0,5659.0,0.625,0.88,102.953,2.0
7.387,7.91263,12.0,4259.0,0.668695,0.666,102.953,2.0
7.387073,1.84,12.0,4367.83,0.62115,0.697192,102.953,2.0
7.387066,1.79540442,12.0,4396.0,0.588892,0.610472,102.953,2.0
3.588165,8.66,12.0,4387.84,0.676994,0.699933,709.999,2.0
3.588,7.91263,12.0,5036.0,0.980071,0.84,709.999,2.0
3.588163,8.37,12.0,4575.0,0.66,0.72,709.999,2.0
3.588162,12.72,12.0,5659.0,0.982,0.88,709.999,2.0
3.588158,9.1,12.0,5659.0,0.75,0.88,709.999,2.0
3.5868547125,11.43763082,12.0,5036.0,0.980071,0.88,709.999,2.0
5.675814,1.20312295,12.0,4621.0,0.650657,0.686997,114.637,2.0
5.675819,1.42,12.0,4469.51,0.777569,0.711248,114.637,2.0
5.67556,1.117,12.0,5659.0,0.578,0.88,114.637,2.0
8.239493,1.04,12.0,3459.09,0.36001,0.360031,27.7957,2.0
8.23981,0.661,12.0,5659.0,0.215,0.88,27.7957,2.0
39.91488,1.89,12.0,5698.0,0.78,0.8,342.394,2.0
40.062771,2.29,12.0,5508.0,0.88,0.88,342.394,2.0
40.0603,2.7,12.0,5727.0,1.09,0.94,342.394,2.0
2.49412,1.25,12.0,4356.47,0.744261,0.69563,118.011,2.0
2.494206,1.22,12.0,5659.0,0.663,0.88,118.011,2.0
2.494161,1.06180894,12.0,4528.0,0.64361,0.675067,118.011,2.0
0.3693038,1.81,6.5,5200.0,0.81,0.84,152.509,2.0
0.36930571984,2.13418186,12.0,5129.0,0.755722,0.88,152.509,2.0
0.369311,1.76156914,12.0,5113.0,0.765322,0.802828,152.509,2.0
0.36931,1.7,12.0,5245.0,0.75,0.84,152.509,2.0
0.3693038,1.69,7.9,5120.0,0.7595,0.803,152.509,2.0
0.369311,1.5,12.0,5200.0,0.81,0.88,152.509,2.0
0.369,1.651,6.3,5200.0,0.744,0.793,152.509,2.0
9.1708,12.206601,157.32585,4878.0,4.11,1.19,609.818,2.0
9.173866,6.86473931,12.0,5035.0,2.162531,0.984438,609.818,2.0
9.1720535,9.02881,12.0,4933.0,3.79,0.88,609.818,2.0
9.1751,14.5717,155.7367,4840.0,3.85,1.08,609.818,2.0
4.622654,14.5717,155.7367,5659.0,3.85,1.08,609.818,2.0
9.172616,7.91263,12.0,4840.0,3.85,1.08,609.818,2.0
3.07133,1.34,12.0,3655.0,0.455,0.461,75.1703,2.0
3.0712,1.31,12.0,3655.0,0.47,0.51,75.1703,2.0
4.8682,1.48,12.0,3655.0,0.47,0.51,75.1703,2.0
4.86784,1.603,12.0,3655.0,0.455,0.461,75.1703,2.0
11.0234,2.02,12.0,3655.0,0.47,0.51,75.1703,2.0
11.02454,2.003,12.0,3655.0,0.455,0.461,75.1703,2.0
11.0248821,2.46843,12.0,3798.0,0.46,0.88,75.1703,2.0
26.5841,1.73,12.0,3655.0,0.455,0.461,75.1703,2.0
7.9752,1.014,4.3,4500.0,0.677,0.742,59.2474,2.0
7.975292,0.99,12.0,4499.0,0.66,0.74,59.2474,2.0
7.9757,1.05,12.0,4359.0,0.723,0.686,59.2474,2.0
17.3070631,3.7275,12.0,4230.6,0.77,0.88,59.2474,2.0
17.307137,2.91,12.0,4499.0,0.66,0.74,59.2474,2.0
17.307013,7.91263,12.0,4364.0,0.71,0.71,59.2474,2.0
17.30681,3.14,12.0,4359.0,0.723,0.686,59.2474,2.0
17.3077,3.03,12.0,4364.0,0.71,0.71,59.2474,2.0
17.30713,3.0,18.1,4500.0,0.677,0.742,59.2474,2.0
25.575,1.565,3.0,4500.0,0.677,0.742,59.2474,2.0
25.5715,1.55,12.0,4359.0,0.723,0.686,59.2474,2.0
25.575065,1.45,12.0,4499.0,0.66,0.74,59.2474,2.0
0.179715,0.89,158.915,3492.0,0.442,0.463,98.8765,2.0
0.179719,0.64,12.0,3697.0,0.29,0.88,98.8765,2.0
2.35321,1.49,12.0,5283.0,0.839,0.916,202.585,2.0
2.35322,1.57,12.0,5378.0,0.86,0.93,202.585,2.0
2.35309,1.51,3.1,5356.3,0.863,0.935,202.585,2.0
3.56004,2.299,6.31,5356.3,0.863,0.935,202.585,2.0
3.55987,2.52,12.0,5378.0,0.86,0.93,202.585,2.0
3.56015,2.26,12.0,5283.0,0.839,0.916,202.585,2.0
5.40478,2.66,12.0,5378.0,0.86,0.93,202.585,2.0
5.40484,2.46,12.0,5283.0,0.839,0.916,202.585,2.0
5.40479,2.39,7.92,5356.3,0.863,0.935,202.585,2.0
8.2616616,3.30997,12.0,5281.0,0.86,0.88,202.585,2.0
8.26146,3.39,12.97,5356.3,0.863,0.935,202.585,2.0
8.26144,3.29,12.0,5378.0,0.86,0.93,202.585,2.0
8.26147,3.11,12.0,5283.0,0.839,0.916,202.585,2.0
12.75758,2.904,1.63,5356.3,0.863,0.935,202.585,2.0
12.75758,2.73,12.0,5283.0,0.839,0.916,202.585,2.0
12.75759,2.81,12.0,5378.0,0.86,0.93,202.585,2.0
41.96645,3.18,12.0,5283.0,0.839,0.916,202.585,2.0
41.96797,3.013,4.32,5356.3,0.863,0.935,202.585,2.0
28.382206,9.5,12.0,5659.0,0.93,0.88,153.856,2.0
28.382071,9.26802368,12.0,5425.0,0.872288,0.948628,153.856,2.0
28.380619,9.11,12.0,5370.0,0.88,0.96,153.856,2.0
28.38246,9.62,12.0,5659.0,0.913,0.88,153.856,2.0
28.38236,9.056872,123.00021,5340.0,0.862,0.919,153.856,2.0
8.36926,4.48,12.0,3866.0,0.386,0.433,364.048,2.0
8.368791,7.49,12.0,3970.42,0.623332,0.623433,364.048,2.0
8.36779,8.51,12.0,5659.0,0.708,0.88,364.048,2.0
8.36802,4.81,12.0,3789.0,0.45,0.47,364.048,2.0
8.3688168,6.65,12.0,3879.0,0.56,0.88,364.048,2.0
6.5693,12.273855,323.86877,5654.0,0.987,1.005,347.917,2.0
6.569188,13.56286665,295.58041851,5585.0,1.06,0.96,347.917,2.0
6.56918,12.25,12.0,5705.0,0.99,1.0,347.917,2.0
6.5692045,7.91263,12.0,5654.0,0.987,1.005,347.917,2.0
6.569213,13.04635343,12.0,5637.0,1.047599,1.017113,347.917,2.0
0.2803244,1.51,4.97,4570.0,0.681,0.708,61.8736,2.0
0.2803226,1.54,5.31,4373.0,0.674,0.662,61.8736,2.0
0.28,1.493,5.16,4599.0,0.6862,0.706,61.8736,2.0
0.2803244,1.51,5.08,4599.0,0.681,0.708,61.8736,2.0
0.2803246,1.64829,12.0,4477.0,0.72,0.88,61.8736,2.0
7.7485,7.0,7.4,4599.0,0.681,0.708,61.8736,2.0
7.7485,7.0,8.0,4570.0,0.681,0.708,61.8736,2.0
2.643528,1.47,12.0,5659.0,0.226,0.88,79.3002,2.0
2.644646,2.2,12.0,3385.0,0.35,0.358,79.3002,2.0
2.644259,1.38,12.0,5659.0,0.225,0.88,79.3002,2.0
2.6698,2.25,5.6,3385.0,0.35,0.358,79.3002,2.0
2.6446,2.05,5.77,3385.0,0.33,0.331,79.3002,2.0
2.644661,2.15,12.0,3398.0,0.33,0.33,79.3002,2.0
2.644845,10.7,12.0,5659.0,0.5,0.88,79.3002,2.0
2.645,7.91263,12.0,3359.0,0.325729,0.306161,79.3002,2.0
2.64484,1.83,12.0,3359.0,0.325729,0.306161,79.3002,2.0
4.00498,2.19,7.49,3385.0,0.33,0.331,79.3002,2.0
3.9663,2.59,7.1,3385.0,0.35,0.358,79.3002,2.0
0.961939,1.47286006,12.0,3690.0,0.578,0.563,90.5494,2.0
0.961917,1.38,12.0,3672.0,0.554,0.583,90.5494,2.0
0.961916,0.82,12.0,5659.0,0.311,0.88,90.5494,2.0
0.961918,0.73,12.0,3775.0,0.31,0.88,90.5494,2.0
4.38395,1.33,12.0,4079.0,0.632,0.65,124.458,2.0
4.38393,0.701,12.0,5659.0,0.371,0.88,124.458,2.0
6.9226,1.73,12.0,4079.0,0.632,0.65,124.458,2.0
6.92251,0.9,12.0,5659.0,0.371,0.88,124.458,2.0
9.75833,0.88,12.0,5659.0,0.371,0.88,124.458,2.0
9.7579,1.64,12.0,4079.0,0.632,0.65,124.458,2.0
11.332,1.64,12.0,3745.0,0.568,0.595,123.676,2.0
11.8104,2.48,12.0,5131.0,0.68,0.72,493.992,2.0
11.808398,3.1,12.0,4992.0,0.76,0.88,493.992,2.0
11.81004,3.08,12.0,5659.0,0.8,0.88,493.992,2.0
11.8097,2.84,12.0,5314.0,0.78,0.81,493.992,2.0
10.59357,2.0,12.0,3499.0,0.436,0.457,102.483,2.0
10.59366,1.71,12.0,5659.0,0.36,0.88,102.483,2.0
3.83553,1.054,12.0,5659.0,0.321,0.88,69.4798,2.0
3.835376,1.5,12.0,5659.0,0.45,0.88,69.4798,2.0
3.835592,1.35,12.0,3585.0,0.429,0.44,69.4798,2.0
3.835476,1.49,12.0,3695.0,0.45,0.47,69.4798,2.0
32.6527,2.81,12.0,3940.0,0.631,0.654,108.449,2.0
32.6479,2.29,12.0,4044.0,0.61,0.63,108.449,2.0
7.51574,2.0,12.0,3845.0,0.53,0.55,143.125,2.0
7.51554,2.0,12.0,3720.0,0.495,0.512,143.125,2.0
3.67635,2.23,12.0,3978.0,0.649,0.672,129.356,2.0
3.67626,1.99,12.0,4097.0,0.63,0.65,129.356,2.0
7.95486,2.07,12.0,4097.0,0.63,0.65,129.356,2.0
7.95478,2.1,12.0,3978.0,0.649,0.672,129.356,2.0
6.342,1.8,12.0,4258.0,0.58,0.65,72.7998,2.0
6.34365,1.55,12.0,3919.0,0.526,0.54,72.7998,2.0
13.853487,7.91263,12.0,3919.0,0.526,0.54,72.7998,2.0
13.85,2.6,12.0,4258.0,0.58,0.65,72.7998,2.0
13.85327454047,2.2098839,12.0,3893.47,0.655766,0.88,72.7998,2.0
13.85402,1.95,12.0,3919.0,0.526,0.54,72.7998,2.0
40.718,1.9,12.0,4258.0,0.58,0.65,72.7998,2.0
40.6835,1.64,12.0,3919.0,0.526,0.54,72.7998,2.0
0.813149,1.14414279,12.0,4460.0,0.615543,0.642263,150.21,2.0
0.81314,1.15,12.0,4597.0,0.66,0.66,150.21,2.0
0.813143,1.1,12.0,4460.0,0.62,0.88,150.21,2.0
0.365257,1.05548088,12.0,5456.0,0.875749,0.939509,298.373,2.0
0.365261,1.0,12.0,5456.0,0.88,0.88,298.373,2.0
0.3652575,0.935,1.14,5334.0,0.86,0.89,298.373,2.0
10.062106,2.63456976,12.0,5489.0,0.892097,0.932757,197.299,2.0
10.06049,2.64,12.0,5503.0,0.95,0.92,197.299,2.0
5.90279,1.28,12.0,5503.0,0.95,0.92,197.299,2.0
12.42205,2.26,12.0,5425.0,0.83,0.9,170.998,2.0
12.421078,2.20753881,12.0,5419.0,0.829915,0.8857,170.998,2.0
7.62117,1.87,12.0,5659.0,0.544,0.88,334.967,2.0
7.6196574,2.39,12.0,4620.0,0.71,0.88,334.967,2.0
7.6188,2.02,12.0,4742.0,0.66,0.68,334.967,2.0
7.61856,1.96,12.0,4800.0,0.67,0.69,334.967,2.0
7.62067,2.13,12.0,4761.0,0.64,0.67,334.967,2.0
19.07536,2.14,12.0,4761.0,0.64,0.67,334.967,2.0
19.077,2.19,12.0,4800.0,0.67,0.69,334.967,2.0
19.0702,1.84,12.0,5659.0,0.544,0.88,334.967,2.0
19.07863,2.54,12.0,4742.0,0.66,0.68,334.967,2.0
19.07454,2.58,12.0,4620.0,0.71,0.88,334.967,2.0
3.705871,3.17824034,12.0,5649.0,0.913754,0.982829,315.363,2.0
9.283188,6.11721229,12.0,4972.0,2.568173,0.986876,916.319,2.0
9.45889,1.44,12.0,4842.0,0.69,0.75,124.433,2.0
9.457747,1.48630496,12.0,4885.0,0.725626,0.776634,124.433,2.0
6.673117,2.46610713,12.0,4937.0,0.762201,0.826112,208.529,2.0
17.355066,3.24925008,12.0,5791.0,2.196069,1.180894,375.67,2.0
17.355681,1.81,12.0,5894.0,1.06,0.88,375.67,2.0
17.3678,1.93,12.0,5659.0,1.27,0.88,375.67,2.0
2.354992,1.27443657,12.0,5185.0,0.803827,0.834847,134.591,2.0
4.382745,1.55409035,12.0,5185.0,0.803827,0.834847,134.591,2.0
14.06660140645,3.19087767,12.0,5141.67,0.837606,0.88,134.591,2.0
14.101361,2.64809498,12.0,5185.0,0.803827,0.834847,134.591,2.0
8.527219,1.82322896,12.0,5922.0,1.196219,1.072665,476.882,2.0
8.52695,2.19,12.0,5960.0,1.61,1.16,476.882,2.0
9.97748,2.3,6.5,6011.0,1.494,1.01,80.8994,2.0
9.9785275,2.34,12.0,5908.0,1.499,1.02,80.8994,2.0
9.975403,2.13,12.0,6063.0,1.18,0.88,80.8994,2.0
9.978541,2.36509493,12.0,6310.0,1.499,1.084,80.8994,2.0
9.9783319274,2.05153324,12.0,6073.5,1.47131,0.88,80.8994,2.0
9.977481,2.8191657,12.0,5908.0,1.829853,1.016265,80.8994,2.0
9.97857,2.2642141,12.0,6141.0,1.46,1.337,80.8994,2.0
15.8523,2.19,12.0,5659.0,0.904,0.88,243.935,2.0
15.85412,2.34,12.0,5495.0,0.88,0.88,243.935,2.0
15.853989,2.14446231,12.0,5554.0,0.874211,0.906739,243.935,2.0
15.8523,1.86,12.0,5502.7,0.83,0.877,243.935,2.0
6.37961,1.41,12.0,5347.0,0.83,0.88,235.867,2.0
6.380803,1.27328671,12.0,5548.0,0.919053,0.986144,235.867,2.0
6.38092,1.341,12.0,5659.0,0.981,0.88,235.867,2.0
17.968216,2.15,12.0,4151.0,0.63,0.88,125.106,2.0
17.96753,2.23,12.0,4320.0,0.66,0.71,125.106,2.0
17.96832,1.78,12.0,5659.0,0.556,0.88,125.106,2.0
17.969029,2.03,12.0,4118.41,0.626014,0.657836,125.106,2.0
17.969079,1.94750799,12.0,4382.0,0.600869,0.624878,125.106,2.0
17.9654,1.53,12.0,4102.0,0.478,0.532,125.106,2.0
7.5767206,1.5,12.0,5749.0,0.98,0.88,392.872,2.0
7.576544,1.41817537,12.0,5748.0,0.981614,0.963657,392.872,2.0
7.5734,1.62,12.0,5659.0,1.0849,0.88,392.872,2.0
12.400731,1.92,12.0,5749.0,0.98,0.88,392.872,2.0
