pl_orbper,pl_rade,pl_bmasse,st_teff,st_rad,st_mass,sy_dist,label
1.106182,15.6,12.0,5659.0,0.84,0.88,400.766,1.0
1.106,7.91263,12.0,5900.71,1.11127,1.07,400.766,1.0
1.10605213,7.91263,12.0,5900.71,1.11127,1.07,400.766,1.0
1.106175,8.83310242,12.0,5851.0,0.90632,0.88,400.766,1.0
1.52317871,7.91263,12.0,5735.72,0.950472,1.024,195.689,0.0
1.523,7.91263,12.0,5735.72,0.950472,1.024,195.689,0.0
1.5235,7.91263,12.0,5735.72,0.950472,1.024,195.689,0.0
0.504961,7.91263,12.0,5169.0,0.906039,0.88,762.137,0.0
3.383,7.91263,12.0,5603.82,1.019,0.99,591.035,1.0
3.38199819,7.91263,12.0,5603.82,1.019,0.99,591.035,1.0
0.593274,7.91263,12.0,5557.0,1.07692,0.98,1303.74,0.0
1.085097,7.91263,12.0,6503.37,2.97681,1.33,2072.98,0.0
3.6079916,15.3816,12.0,5308.3,1.89,0.88,330.387,1.0
3.607981,18.3,12.0,6490.0,2.253,0.88,330.387,1.0
15.405101,7.91263,12.0,5910.0,1.475,0.88,1917.9,1.0
14.71,7.91263,12.0,5167.0,2.19732,0.88,478.688,0.0
14.707213,7.91263,12.0,5167.0,2.19732,0.88,478.688,0.0
2.176955,1.25,12.0,5659.0,0.169,0.88,42.8914,1.0
2.17693,7.92,12.0,3176.0,0.170856,0.14116,42.8914,1.0
21.1595,7.91263,12.0,3811.0,0.597044,0.585671,186.197,2.0
21.169861,1.98,12.0,4148.21,0.571699,0.663459,186.197,2.0
21.169619,2.2,12.0,3880.0,0.59,0.61,186.197,2.0
21.17623917,7.91263,12.0,3811.0,0.597044,0.585671,186.197,2.0
21.1701963,1.92,12.0,4057.0,0.58,0.62,186.197,2.0
21.1686,2.18,12.0,5659.0,0.642,0.88,186.197,2.0
1.549381,7.91263,12.0,3570.0,0.541211,0.537281,398.044,0.0
0.95017067,7.91263,12.0,5339.0,0.746527,0.92,397.097,1.0
1.53453,1.02,12.0,5659.0,0.29,0.28,264.78,1.0
20.180269,7.91263,12.0,3380.0,0.342147,0.32513,270.464,0.0
5.803439,7.91263,12.0,5029.0,1.00796,0.84,471.811,0.0
20.893526,7.91263,12.0,6020.0,1.765,0.88,424.785,1.0
3.48928,0.91,12.0,3742.0,0.682132,0.650711,491.198,0.0
10.545,7.91263,12.0,6046.92,1.95293,1.12,514.288,1.0
12.0808,2.53,12.0,5659.0,0.682,0.88,491.148,1.0
0.575349,7.91263,12.0,5033.0,1.04575,0.84,1354.33,0.0
2.612938,7.91263,12.0,5014.02,4.77742,0.88,556.574,0.0
2.612804,7.91263,12.0,5987.0,3.64705,1.1,544.411,0.0
0.522199,7.91263,12.0,5659.0,1.08,0.88,264.78,0.0
0.4520313,5.3,12.0,5659.0,0.569,0.88,379.43,1.0
0.45220130587,7.91722863,12.0,3739.0,0.633946,0.88,379.43,1.0
14.343042,7.91263,12.0,3260.0,0.424653,0.419009,308.234,0.0
0.628876,7.91263,12.0,6688.0,1.49352,1.42,644.303,0.0
0.636109,7.91263,12.0,6100.77,1.65628,1.15,577.178,0.0
11.09226,2.495,12.0,4496.0,0.703,0.74,282.878,1.0
2.61299,7.91263,12.0,3520.0,0.458,0.88,116.983,1.0
8.97146,7.91263,12.0,5330.0,0.872,0.88,923.239,1.0
4.397187,7.91263,12.0,6090.0,1.71021,1.14,680.351,0.0
19.63975,7.91263,12.0,6730.0,2.183,0.88,501.182,1.0
19.640151,43.0,12.0,5659.0,2.188,0.88,501.182,1.0
19.63366256,7.91263,12.0,6516.17,2.11864,1.34,501.182,1.0
19.640123,34.30556244,12.0,6398.0,1.743843,0.88,501.182,1.0
19.64,7.91263,12.0,6516.17,2.11864,1.34,501.182,1.0
10.90364,2.214,12.0,3929.0,0.59,0.593,228.973,1.0
0.995061,7.91263,12.0,5080.0,0.864,0.88,927.712,1.0
11.2362,2.25,12.0,5659.0,0.955,0.88,276.98,1.0
5.749481,2.93,12.0,5659.0,0.765,0.88,360.36,1.0
5.75,7.91263,12.0,4678.76,0.718666,0.75,360.36,1.0
5.75052,2.01,12.0,5659.0,0.576,0.88,360.36,1.0
1.6488,7.91263,12.0,3392.0,0.445314,0.441527,184.055,1.0
1.648932,9.6,12.0,3440.0,0.46,0.88,184.055,1.0
24.399869,18.43,12.0,6404.0,1.65,1.33,1062.83,1.0
2.52,7.91263,12.0,5707.44,1.08666,1.02,406.157,1.0
0.526316,7.91263,12.0,4397.0,1.08,0.88,262.007,0.0
1.108972,7.91263,12.0,5659.0,1.08,0.88,466.057,0.0
9.35739,2.69,12.0,5659.0,0.595,0.88,459.035,1.0
1.810718,7.91263,12.0,5680.0,1.178,0.88,908.34,1.0
0.582017,7.91263,12.0,5385.55,1.06418,0.934,173.184,0.0
1.81042,7.91263,12.0,3050.0,0.313,0.88,192.997,1.0
1.810834,7.91263,12.0,3230.0,0.888,0.88,187.929,1.0
24.6237203,2.33,12.0,5650.0,0.91,0.93,480.307,1.0
1.810708,7.91263,12.0,6805.0,2.32513,1.46,208.619,0.0
9.484994,7.91263,12.0,5659.0,1.08,0.88,264.78,0.0
9.510911,7.91263,12.0,3941.0,0.777317,0.61,407.382,0.0
9.516793,7.91263,12.0,5659.0,1.08,0.88,1930.83,0.0
9.48658,7.91263,12.0,6119.69,1.76772,1.15,641.363,0.0
9.487929,7.91263,12.0,6214.0,2.65019,1.2,981.161,0.0
9.49259,7.91263,12.0,4645.01,7.25626,0.88,1514.47,0.0
8.841,2.43,12.0,5659.0,0.584,0.88,444.665,1.0
45.38331501,7.91263,12.0,4793.26,0.815611,0.77,466.711,1.0
0.858462,7.91263,12.0,4467.0,0.840819,0.7,1177.15,0.0
3.47701708869,11.85710209,12.0,5225.91,0.84127,0.88,514.449,1.0
3.47701312,7.91263,12.0,5225.91,0.84127,0.89,514.449,1.0
3.4766506,12.6,12.0,5659.0,0.879,0.88,514.449,1.0
3.477,7.91263,12.0,5225.91,0.84127,0.89,514.449,1.0
3.476642,11.5,12.0,5659.0,0.84,0.88,514.449,1.0
3.476633,12.7,12.0,5659.0,0.865,0.88,514.449,1.0
0.520451,7.91263,12.0,5659.0,1.08,0.88,284.828,0.0
4.622654,4.31,12.0,5659.0,1.294,0.88,408.404,1.0
39.5438,3.28,12.0,5659.0,1.294,0.88,408.404,1.0
4.622654,3.26,12.0,5659.0,1.294,0.88,408.404,1.0
26.8662,2.95,12.0,5659.0,1.294,0.88,408.404,1.0
5.7837,1.38,12.0,5659.0,1.31,0.88,289.342,1.0
5.781853,1.44284081,12.0,5739.0,1.383982,0.88,289.342,1.0
5.78,7.91263,12.0,5758.27,1.70787,0.88,289.342,1.0
1.324292,7.91263,12.0,7114.0,2.71166,1.58,1213.2,0.0
19.729071,2.239,12.0,4735.0,0.712,0.769,349.289,1.0
19.491,7.91263,12.0,6128.0,1.3636,1.158,181.69,2.0
19.491795,5.84689735,12.0,6046.0,1.410092,0.88,181.69,2.0
19.4921473,5.50689,12.0,6128.0,1.36,0.88,181.69,2.0
19.492132,6.0,12.0,5659.0,1.48,0.88,181.69,2.0
19.49221,5.76,12.0,6069.0,1.39,1.17,181.69,2.0
19.491965,6.8,12.0,6320.0,1.485,0.88,181.69,2.0
19.49183,5.96,12.0,5659.0,1.403,0.88,181.69,2.0
19.4921498,7.91263,12.0,6025.0,1.38,1.18,181.69,2.0
19.491,5.5,11.0,6019.0,1.387,1.17,181.69,2.0
19.49213,6.12,27.0,6025.0,1.38,1.18,181.69,2.0
19.50735025,7.91263,12.0,6128.0,1.3636,1.158,181.69,2.0
1.982809,7.91263,12.0,3330.0,0.291,0.88,185.731,0.0
1.9828041248,10.89107018,12.0,3213.0,0.293047,0.88,185.731,0.0
1.9828,7.91263,12.0,3213.0,0.293047,0.268704,185.731,0.0
29.724674,1.439,12.0,5339.0,0.854,0.869,120.419,1.0
0.616444,7.91263,12.0,4937.26,0.750931,0.81,544.461,0.0
7.218071,7.91263,12.0,6727.06,1.67346,1.433,187.293,0.0
7.219626,7.91263,12.0,8075.0,2.55977,1.96,189.453,0.0
7.220537,7.91263,12.0,5420.0,0.932,0.88,657.667,1.0
7.220943,7.91263,12.0,3092.0,0.292863,0.268495,264.78,0.0
10.55532,2.64,12.0,5659.0,0.623,0.88,209.555,1.0
10.555,7.91263,12.0,4067.08,0.722281,0.64,209.555,1.0
10.55632,2.86,12.0,4067.08,0.722281,0.64,209.555,1.0
1.4835,1.41,12.0,3200.0,0.317944,0.297189,162.067,0.0
6.0162,7.91263,12.0,3249.0,0.400314,0.391835,186.063,0.0
1.092845,7.91263,12.0,5620.0,0.951,0.88,183.013,1.0
1.092673,7.91263,12.0,5140.0,0.783,0.88,621.412,1.0
1.092917,7.91263,12.0,7226.47,1.78223,1.62,1129.3,0.0
0.907765,77.0,12.0,5659.0,1.21,0.88,1250.39,1.0
17.04066667,7.91263,12.0,6117.37,1.08,0.88,293.633,1.0
17.035203,53.0,12.0,5659.0,1.51,0.88,293.633,1.0
63.84825,2.86,12.0,3973.09,0.731598,0.62,202.801,1.0
63.8432,2.78,12.0,5659.0,0.594,0.88,202.801,1.0
8.986648,143.0368808,12.0,5265.0,4.260594,0.88,322.628,1.0
8.986,7.91263,12.0,5523.32,11.8634,0.88,322.628,1.0
0.279258,8.41,12.0,4071.0,0.62,0.88,163.746,1.0
32.5795,10.44,12.0,5659.0,0.633,0.88,738.829,1.0
32.576,7.91263,12.0,4217.0,0.694468,0.66,738.829,1.0
1.744546,7.91263,12.0,6530.0,2.316,0.88,1006.1,1.0
11.6158,7.91263,12.0,3189.0,0.339085,0.32159,188.025,0.0
74.8,4.34,12.0,5044.0,0.7,0.79,228.327,1.0
6.83292,1.3,12.0,5659.0,0.18,0.88,100.558,1.0
0.77845,7.91263,12.0,3859.0,0.779314,0.595,183.229,0.0
0.778,7.91263,12.0,3859.0,0.779314,0.595,183.229,0.0
0.923861,7.91263,12.0,6235.06,1.90631,1.21,1072.93,0.0
2.851451,7.91263,12.0,7137.0,2.22321,1.59,2882.33,0.0
3.244126,7.91263,12.0,4274.11,0.987047,0.67,306.822,0.0
0.821436,7.91263,12.0,6046.46,1.5043,1.12,655.284,0.0
3.888853,7.91263,12.0,3693.0,0.696024,0.660661,174.95,0.0
3.696871,7.91263,12.0,6401.57,1.47855,1.285,218.506,0.0
3.697161,7.91263,12.0,3120.0,0.245,0.88,474.3418,1.0
1.769505,7.91263,12.0,5988.0,1.16794,1.1,2873.75,0.0
23.702342,7.91263,12.0,6280.0,1.869,0.88,549.485,1.0
2.714743,1.198,12.0,3634.0,0.415,0.397,196.9,1.0
5.169887,9.1,12.0,6830.0,1.45,0.88,306.57,1.0
5.1699026,9.23587,12.0,6283.4,1.48,0.88,306.57,1.0
3.40819,7.91263,12.0,5416.13,0.849526,0.943,377.273,0.0
2.22982,7.91263,12.0,7391.0,2.26072,1.69,847.096,0.0
4.4455436,15.8181,12.0,6355.8,2.11,0.88,923.354,1.0
4.445559,15.9,12.0,6520.0,2.237,0.88,923.354,1.0
23.917716,7.91263,12.0,5050.0,0.828,0.88,459.87,1.0
2.783705,2.4,12.0,5890.0,0.939,0.88,275.839,1.0
1.830767,7.91263,12.0,6141.42,0.98712,1.16,453.469,0.0
9.375266,3.545,12.0,4571.0,0.747,0.804,529.649,1.0
0.617674,7.91263,12.0,5271.68,1.10095,0.9,551.825,0.0
0.986765,7.91263,12.0,6080.0,1.4,0.88,1209.91,1.0
0.579309,7.91263,12.0,4888.0,0.999114,0.8,804.474,0.0
1.204338,7.91263,12.0,5633.43,0.907171,1.0,712.719,0.0
0.604228,7.91263,12.0,5659.0,1.08,0.88,264.78,0.0
0.82182448,7.91263,12.0,5990.46,2.64987,1.1,905.484,1.0
0.822,7.91263,12.0,5990.46,2.64987,1.1,905.484,1.0
0.8218241,6.1,12.0,5659.0,2.66,0.88,905.484,1.0
0.816734,7.91263,12.0,6318.08,1.79519,1.245,292.97,0.0
14.220246,7.91263,12.0,6130.0,1.461,0.88,644.775,1.0
0.547674,7.91263,12.0,4926.69,0.786265,0.81,478.589,0.0
1.743013,7.91263,12.0,7935.6,2.95299,1.9,3310.66,0.0
0.55082,7.91263,12.0,5659.0,1.08,0.88,264.78,0.0
1.153456,7.91263,12.0,5378.01,2.96865,0.88,2293.47,0.0
3.797473,7.91263,12.0,5024.68,0.785698,0.84,573.461,0.0
0.518748,7.91263,12.0,6490.0,1.31192,1.33,428.79,0.0
0.518754,7.91263,12.0,5514.41,0.878754,0.968,204.192,0.0
0.98972,7.91263,12.0,5424.29,1.13922,0.94,689.484,0.0
4.845561,7.91263,12.0,5723.1,1.15426,1.02,692.795,0.0
0.643142,7.91263,12.0,5412.54,1.05452,0.94,780.54,0.0
1.466473,7.91263,12.0,4570.0,0.981,0.88,49.7797,1.0
7.112,7.91263,12.0,5595.68,0.909317,0.989,123.647,1.0
7.1123703,1.85858,12.0,5595.7,0.91,0.88,123.647,1.0
7.112134,2.7,12.0,5800.0,1.042,0.88,123.647,1.0
7.112273,3.2,12.0,5659.0,0.96,0.88,123.647,1.0
7.11047482,7.91263,12.0,5595.68,0.909317,0.989,123.647,1.0
1.991357,7.91263,12.0,6118.76,1.26082,1.15,521.625,0.0
16.7004351,7.91263,12.0,5018.76,1.09979,0.83,619.729,0.0
16.709659,7.91263,12.0,5018.76,1.09979,0.83,619.729,0.0
20.016917,7.91263,12.0,5790.0,0.97,0.88,312.174,1.0
1.488249,7.91263,12.0,4080.0,0.982781,0.638,372.01,0.0
0.610205,7.91263,12.0,5470.83,1.18417,0.88,206.923,0.0
1.07639,7.91263,12.0,6523.0,1.6002,1.34,587.214,0.0
5.17518,1.53,12.0,5659.0,0.826,0.88,312.43,1.0
9.73605539,7.91263,12.0,5508.0,0.946449,0.97,465.051,1.0
2.22645,2.6,12.0,5659.0,0.782,0.88,569.614,1.0
2.226,7.91263,12.0,5013.0,0.778333,0.83,569.614,1.0
3.209,7.91263,12.0,5060.51,0.910204,0.88,238.775,1.0
3.209185,40.1,12.0,5659.0,0.89,0.88,238.775,1.0
3.209149,5.27465763,12.0,5182.0,0.839324,0.88,238.775,1.0
3.2092033,6.33877,12.0,5060.5,0.91,0.88,238.775,1.0
2.91825,1.65,12.0,5659.0,0.776,0.88,274.014,1.0
2.918,7.91263,12.0,4996.93,0.763904,0.828,274.014,1.0
0.898,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
0.898216,4.02,12.0,5528.0,0.82,0.88,264.78,1.0
0.898344,9.8,12.0,5659.0,0.9,0.88,264.78,1.0
0.898312,32.0,12.0,5659.0,0.79,0.88,264.78,1.0
0.89803906,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
6.676,7.91263,12.0,4036.0,1.08,0.88,769.424,1.0
1.023613,7.91263,12.0,6658.58,2.97485,1.4,1223.87,0.0
0.545702,7.91263,12.0,5330.0,4.752,0.88,2031.74,1.0
4.70751,1.52,12.0,5659.0,0.998,0.88,329.537,1.0
5.173531,7.91263,12.0,5188.24,1.14689,0.88,509.353,0.0
5.489456,7.91263,12.0,5151.0,3.27338,0.88,1869.17,0.0
0.699705,7.91263,12.0,6804.44,2.09781,1.46,1531.04,0.0
0.555317,7.91263,12.0,5295.0,1.07851,0.91,1347.23,0.0
0.569192,7.91263,12.0,6510.0,1.51974,1.34,1683.08,0.0
0.751394,7.91263,12.0,5480.0,1.27317,0.96,1295.54,0.0
1.17715,7.91263,12.0,6390.0,2.529,0.88,920.972,1.0
9.148701,7.91263,12.0,6072.0,1.8215,1.13,599.545,0.0
1.190316,7.91263,12.0,3420.0,0.335,0.88,157.625,1.0
2.724469,7.91263,12.0,6707.0,1.60222,1.42,2967.26,0.0
12.886147,7.91263,12.0,5033.0,0.805017,0.84,278.166,0.0
0.723102,7.91263,12.0,5897.77,1.19162,1.07,700.399,0.0
6.924808,8.5,12.0,5300.0,0.795,0.88,767.471,1.0
0.526018,7.91263,12.0,3614.0,0.671247,0.642823,265.78,0.0
1.190354,7.91263,12.0,6350.0,2.407,0.88,329.005,1.0
0.793048,7.91263,12.0,5459.0,1.76335,0.95,888.636,0.0
0.594392,7.91263,12.0,5552.0,1.08,0.88,913.25,0.0
1.160308,7.91263,12.0,4331.0,0.883616,0.677,228.349,0.0
5.190254,7.91263,12.0,3120.0,0.645,0.88,207.293,1.0
11.480611,23.562,12.0,4692.0,5.415,1.48,2622.55,1.0
0.59812,7.91263,12.0,4142.0,0.935307,0.65,323.769,0.0
1.095841,7.91263,12.0,5920.0,1.906,0.88,908.898,1.0
1.717,7.91263,12.0,6049.0,1.69089,1.13,941.744,1.0
0.7165461,25.5,12.0,5659.0,1.754,0.88,941.744,1.0
12.426,7.91263,12.0,5926.0,1.34653,1.08,936.196,1.0
16.715029,3.402,12.0,5406.0,0.854,0.821,376.519,1.0
2.76294135,7.91263,12.0,5794.0,0.787867,1.04,348.015,1.0
2.289363,1.48,12.0,5171.0,0.8,0.83,418.395,2.0
2.28943,1.323,12.0,5659.0,1.08,0.829,418.395,2.0
2.28896,1.83,12.0,5659.0,0.749,0.88,418.395,2.0
5.21378,2.29,12.0,5659.0,0.749,0.88,418.395,2.0
5.213965,2.27,12.0,5171.0,0.8,0.83,418.395,2.0
5.213,7.91263,12.0,5008.0,0.776343,0.831,418.395,2.0
1.225,7.91263,12.0,5222.0,0.836336,0.89,461.318,1.0
0.595621,0.58303133,12.0,5338.0,0.863058,0.88,80.3025,1.0
1.605718,16.0,12.0,5659.0,1.9,0.88,551.776,1.0
6.669,7.91263,12.0,5048.0,0.871771,0.84,453.754,1.0
17.788652,47.8,12.0,5659.0,0.76,0.88,805.825,1.0
12.9348816,7.91263,12.0,5659.0,1.08,0.88,375.092,1.0
12.93562,33.6,12.0,5659.0,1.511,0.88,375.092,1.0
51.735,15.3,12.0,5659.0,1.511,0.88,375.092,1.0
34.144,7.91263,12.0,5690.0,1.68987,1.01,1138.25,1.0
34.1365,10.54,12.0,5659.0,1.791,0.88,1138.25,1.0
3.56467,1.62,12.0,5659.0,0.564,0.88,267.728,1.0
21.0791,2.71,12.0,5659.0,1.362,0.88,569.102,1.0
4.17458,1.08,12.0,5659.0,0.28,0.88,177.501,1.0
4.174,7.91263,12.0,3620.0,0.539055,0.535304,177.501,1.0
15.9489,2.48,12.0,5659.0,1.29,0.88,620.59,1.0
2.548,7.91263,12.0,3545.0,0.515866,0.513515,132.918,1.0
2.55068936,7.91263,12.0,3545.0,0.515866,0.513515,132.918,1.0
2.549,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
2.55234671,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
2.500285,64.215,12.0,6051.0,2.481,1.936,308.895,1.0
0.6962935,3.85,12.0,5659.0,1.107,0.88,380.58,1.0
22.446,7.91263,12.0,4118.0,0.693527,0.645,333.063,1.0
26.147,7.91263,12.0,5442.0,0.811187,0.949,336.109,1.0
26.143,2.52,12.0,5659.0,0.8091,0.88,336.109,1.0
14.452,7.91263,12.0,6318.0,1.11514,1.24,367.105,1.0
36.152,7.91263,12.0,6318.0,1.11514,1.24,367.105,1.0
6.16596,7.91263,12.0,5882.0,1.3,0.88,391.87,1.0
46.4221,2.66,12.0,5659.0,0.893,0.88,485.771,1.0
46.423,7.91263,12.0,5642.0,0.851697,1.0,485.771,1.0
1.852487,36.8,12.0,5659.0,2.479,0.88,672.634,1.0
3.746332,1.638,12.0,4395.0,0.726,0.795,358.223,1.0
28.24765,38.5,12.0,5659.0,3.57,0.88,1277.94,1.0
25.3606,3.11,12.0,5659.0,0.815,0.88,521.039,1.0
15.7086,1.96,12.0,5659.0,0.595,0.88,291.378,1.0
9.886,1.59,12.0,5659.0,0.595,0.88,291.378,1.0
18.0983,2.17,12.0,5659.0,1.08,1.106,611.804,2.0
18.0971,2.21,12.0,5659.0,1.2247,0.88,611.804,2.0
12.0156,2.81,12.0,5659.0,1.2247,0.88,611.804,1.0
12.012,7.91263,12.0,5915.0,1.21834,1.08,611.804,1.0
0.946,7.91263,12.0,5336.0,0.801858,0.92,590.452,1.0
0.946033,1.81,12.0,5659.0,0.827,0.88,590.452,1.0
0.94599529,7.91263,12.0,5336.0,0.801858,0.92,590.452,1.0
2.667929,50.7,12.0,5659.0,0.94,0.88,440.68,1.0
1.063,7.91263,12.0,5659.0,1.08,0.88,657.203,1.0
0.531704,2.0,12.0,5659.0,1.06,0.88,657.203,1.0
0.531684,2.13,12.0,5659.0,1.29,0.88,657.203,1.0
24.006249,23.826,12.0,6150.0,1.506,1.214,289.723,1.0
1.11562824,7.91263,12.0,5806.0,1.09339,1.04,361.175,1.0
1.115563,1.29,12.0,5659.0,0.98,0.88,361.175,1.0
1.115,7.91263,12.0,5806.0,1.09339,1.04,361.175,1.0
1.115485,1.6,12.0,5659.0,1.1,0.88,361.175,1.0
24.462656,13.6,12.0,5659.0,0.68,0.88,928.672,1.0
24.482,28.2,12.0,5659.0,2.763,0.88,928.672,1.0
0.779,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
0.77923,0.87,12.0,5659.0,1.08,0.88,264.78,1.0
12.666,7.91263,12.0,5690.0,0.948236,1.01,697.264,1.0
0.876,7.91263,12.0,5849.0,1.49707,1.06,599.351,1.0
3.26945,3.9,12.0,5659.0,0.276,0.88,170.258,1.0
3.269,7.91263,12.0,3201.0,0.263126,0.235199,170.258,1.0
4.07337,0.928,12.0,5659.0,0.794,0.88,154.177,1.0
21.6768,2.87,12.0,5659.0,1.003,0.88,618.856,1.0
21.677,7.91263,12.0,5751.0,0.968677,1.03,618.856,1.0
6.80213,1.82,12.0,5659.0,0.379,0.88,112.258,1.0
6.883,7.91263,12.0,4900.0,1.76623,0.88,2424.48,1.0
6.88385,8.3,12.0,5659.0,0.743,0.88,2424.48,1.0
34.885,1.6,12.0,5659.0,1.08,0.912,283.29,2.0
15.381,7.91263,12.0,5079.0,0.752111,0.85,283.29,1.0
15.3866,2.41,12.0,5659.0,0.758,0.88,283.29,1.0
11.52898,3.93,12.0,5659.0,0.533,0.88,235.002,1.0
3.44791,1.46,12.0,5659.0,0.637,0.88,194.771,1.0
14.4307,2.28,12.0,5659.0,0.986,0.88,469.49,1.0
8.121,7.91263,12.0,5672.0,1.04659,1.01,688.583,1.0
8.12088,2.69,12.0,5659.0,1.101,0.88,688.583,1.0
13.485,1.67,12.0,5659.0,0.879,0.88,368.464,1.0
13.484958,1.56669509,12.0,5378.0,0.843263,0.88,368.464,1.0
13.479,7.91263,12.0,5196.0,0.915477,0.88,368.464,1.0
17.732736,23.212,12.0,5650.0,1.684,1.114,1016.28,1.0
1.096473,78.0,12.0,5659.0,1.913,0.88,1865.48,1.0
4.162764,1.5,12.0,5659.0,0.83,0.88,221.753,1.0
13.7043,1.3,12.0,5659.0,1.014,0.88,247.376,1.0
13.52583,2.49,12.0,5659.0,0.927,0.88,393.306,1.0
13.524,7.91263,12.0,5531.0,0.913819,0.973,393.306,1.0
13.52475,2.27671392,12.0,5570.0,0.888236,0.88,393.306,1.0
14.311,7.91263,12.0,4076.0,0.614558,0.638,119.379,1.0
21.379793,2.088,12.0,4722.0,0.698,0.825,494.551,1.0
8.853025,14.4,12.0,5659.0,0.87,0.88,701.022,1.0
8.85007649,7.91263,12.0,5639.0,1.12685,1.0,701.022,1.0
8.853,7.91263,12.0,5639.0,1.12685,1.0,701.022,1.0
2.58166013,7.91263,12.0,4998.0,0.86975,0.83,285.382,1.0
2.581467,5.7,12.0,5659.0,0.78,0.88,285.382,1.0
2.581,7.91263,12.0,4998.0,0.86975,0.83,285.382,1.0
2.581,7.91263,12.0,4076.0,0.757718,0.64,291.948,0.0
2.58148,5.38,12.0,4076.0,0.757718,0.64,291.948,0.0
14.069,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
14.07277587,7.91263,12.0,5659.0,1.08,0.88,264.78,1.0
14.069121,1.8,12.0,5659.0,0.84,0.88,264.78,1.0
14.06928,1.83,12.0,5659.0,0.876,0.88,264.78,1.0
14.069759,1.86705079,12.0,5343.0,0.890011,0.88,264.78,1.0
18.155653,55.0,12.0,5659.0,0.83,0.88,664.868,1.0
6.373,7.91263,12.0,6518.0,0.991065,1.34,3353.73,1.0
3.021944,10.8,12.0,5659.0,1.082,0.88,434.609,1.0
3.021795,45.9,12.0,5659.0,1.09,0.88,434.609,1.0
3.02164122,7.91263,12.0,5975.0,1.05594,1.1,434.609,1.0
7.783286,155.7,12.0,5659.0,3.83,0.88,590.762,1.0
7.785,7.91263,12.0,4726.0,3.88144,0.88,590.762,1.0
7.78608,10.9,12.0,5659.0,3.34,0.88,590.762,1.0
7.785227,7.72094189,12.0,5084.0,1.817689,0.88,590.762,1.0
15.2841,1.12,12.0,5659.0,1.08,0.95,320.07,2.0
15.2841,1.39,12.0,5659.0,0.9757,0.88,320.07,2.0
15.28078,1.26,12.0,6004.0,0.98,0.99,320.07,2.0
23.226001,2.24459533,12.0,5928.0,0.952744,0.88,320.07,2.0
23.2259,2.31,12.0,5659.0,0.9757,0.88,320.07,2.0
23.24110566,7.91263,12.0,6055.0,0.94987,1.13,320.07,2.0
23.228555,2.32,12.0,6004.0,0.98,0.99,320.07,2.0
23.226,7.91263,12.0,6055.0,0.94987,1.13,320.07,2.0
23.226,2.3,12.0,5659.0,0.95,0.88,320.07,2.0
4.622654,15.2,12.0,5659.0,0.797,0.88,499.853,1.0
4.54462,6.6,12.0,5659.0,0.487,0.88,168.953,1.0
4.545,7.91263,12.0,3258.0,0.248786,0.219548,168.953,1.0
0.72436144,7.91263,12.0,3276.0,0.650416,0.627438,98.10119,1.0
12.346663,2.345,12.0,5685.0,1.011,0.88,803.651,1.0
31.4782,2.6,12.0,5659.0,0.7556,0.88,352.373,1.0
6.02226,2.02,12.0,5659.0,0.9738,0.88,432.644,1.0
0.578657,1.2,12.0,5765.0,0.93,0.88,561.929,2.0
11.811437,2.3,12.0,5765.0,0.93,0.88,561.929,2.0
11.81387,2.67,12.0,5659.0,0.948,0.88,561.929,2.0
4.352428,16.6,12.0,5659.0,0.67,0.88,212.88,0.0
4.35244,14.07,12.0,4459.0,0.764238,0.7,212.88,0.0
2.851702,2.16,12.0,5659.0,0.303,0.88,100.833,1.0
2.85177,3.34,12.0,3288.0,0.387653,0.377476,100.833,1.0
11.090822,1.818,12.0,5763.0,0.989,0.652,593.791,1.0
13.83851,8.26,12.0,5659.0,2.65,0.88,759.054,1.0
13.843,7.91263,12.0,5500.0,2.5315,0.96,759.054,1.0
13.843725,6.76064604,12.0,5465.0,1.641721,0.88,759.054,1.0
13.843678,21.4,12.0,5659.0,0.81,0.88,759.054,1.0
0.32814902,7.91263,12.0,5793.0,1.10379,1.04,400.006,1.0
0.984,7.91263,12.0,5793.0,1.10379,1.04,400.006,1.0
0.32815384,17.1,12.0,5659.0,1.168,0.88,400.006,1.0
0.328152,14.79153996,12.0,5759.0,0.990035,0.88,400.006,1.0
8.253,7.91263,12.0,5419.0,2.02234,0.94,1216.38,1.0
8.25178,6.99,12.0,5659.0,2.161,0.88,1216.38,1.0
20.5827,2.98,12.0,5659.0,1.099,0.88,503.022,1.0
19.1324,2.73,12.0,5659.0,1.347,0.88,439.945,1.0
2.45840745,7.91263,12.0,5528.0,0.926086,0.97,528.47,1.0
2.458783,3.11,12.0,5659.0,0.964,0.88,528.47,1.0
2.459,7.91263,12.0,5528.0,0.926086,0.97,528.47,1.0
1.05459,1.29,12.0,3445.0,0.533176,0.529871,52.05051,1.0
1.054612,1.0,12.0,5659.0,0.36,0.88,52.05051,1.0
1.055,7.91263,12.0,3445.0,0.533176,0.529871,52.05051,1.0
1.054604,0.824,12.0,5659.0,0.3,0.88,52.05051,1.0
1.83473,29.93,12.0,4385.0,0.826606,0.69,468.892,0.0
