pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_insol,pl_insolerr1,pl_insolerr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,st_logg,st_loggerr1,st_loggerr2,st_met,st_meterr1,st_meterr2,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,disc_year,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,method_Transit,method_Radial Velocity,method_Microlensing,pl_density,orbital_velocity_proxy,star_planet_ratio,label
12.25823207,0.0,0.0,7.91263,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5038.0,164.12,-93.64,0.758844,0.053733,-0.041784,0.839,0.106067,-0.095016,4.60153,0.071296,-0.103999,-0.01,0.0,0.0,243.756,1.967,-1.937,13.121,0.126,-0.126,11.011,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.024222483634984256,0.2616176624251336,0.09590287932078209,1
12.2631,0.0011,-0.0011,1.87,0.21,-0.21,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5106.0,0.0,0.0,0.717,0.048,-0.048,0.88,0.0,0.0,4.603,0.05,-0.05,-0.01,0.0,0.0,243.756,1.967,-1.937,13.121,0.126,-0.126,11.011,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.835086018892516,0.26788056188057924,0.3834224598930481,1
12.26422,0.00072,-0.00074,2.22,0.32,-1.39,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.7596,0.02,-0.0065,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,243.756,1.967,-1.937,13.121,0.126,-0.126,11.011,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0967870719514252,0.2678683298316022,0.34216216216216216,1
12.263354,0.0,0.0,2.16,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4980.0,0.0,0.0,0.76,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,243.756,1.967,-1.937,13.121,0.126,-0.126,11.011,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.1907483615302543,0.2678777876796941,0.35185185185185186,1
10.3631,0.0031,-0.0042,1.64,0.25,-0.67,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.613,0.041,-0.053,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,302.059,2.936,-2.881,14.898,0.149,-0.149,11.89,0.025,-0.025,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.720506086678952,0.29140465938648563,0.37378048780487805,1
4.50717,0.00042,-0.00041,1.44,0.2,-0.18,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.823,0.1,-0.042,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.0187757201646095,0.44186475989794166,0.5715277777777777,2
4.50756,0.00062,-0.0006,1.7,0.59,-0.31,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.08,0.0,0.0,0.928,0.082,-0.098,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.4424994911459397,0.45373599146893673,0.6352941176470589,2
0.911724,7.6e-05,-7.6e-05,1.4,0.5,-0.5,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5724.0,72.0,-72.0,1.1,0.36,-0.36,0.88,0.0,0.0,4.5,0.1,-0.1,-0.22,0.06,-0.06,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.373177842565599,0.9824481574250595,0.7857142857142858,2
0.9116567,0.0,0.0,1.35,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5648.0,0.0,0.0,0.94,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.877305288827921,0.9824844197268617,0.6962962962962962,2
0.911618,7.3e-05,-7.7e-05,1.16,0.17,-0.2,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.823,0.1,-0.042,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,7.68789208249621,0.9825052737158807,0.7094827586206897,2
14.641541,0.0,0.0,2.94,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5648.0,0.0,0.0,0.94,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.47221443068411595,0.24515905695252993,0.31972789115646255,2
14.637,0.0021,-0.0021,4.0,1.3,-1.3,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,6438.0,348.0,-348.0,1.5,0.46,-0.46,0.88,0.0,0.0,4.2,0.2,-0.2,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.1875,0.24519708321971845,0.375,2
14.6435,0.0011,-0.001,2.52,0.34,-0.38,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.823,0.1,-0.042,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.7498590265030174,0.2451426577769196,0.3265873015873016,2
14.647531,4.1e-06,-4.1e-06,2.6,0.9,-0.9,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5724.0,72.0,-72.0,1.1,0.36,-0.36,0.88,0.0,0.0,4.5,0.1,-0.1,-0.22,0.06,-0.06,369.888,4.99,-4.86,13.096,0.08,-0.08,11.487,0.023,-0.023,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.6827492034592626,0.2451089238305997,0.4230769230769231,2
9.38053,0.00076,-0.00077,2.89,0.17,-0.41,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.412,0.04,-0.022,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,543.349,39.689,-34.71,12.282,0.092,-0.092,11.075,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.4971503136873477,0.3062863537440985,0.48858131487889267,1
9.3826,0.0018,-0.0018,2.39,0.28,-0.28,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,6377.0,65.0,-65.0,1.38,0.13,-0.13,0.88,0.0,0.0,4.223,0.072,-0.072,-0.01,0.0,0.0,543.349,39.689,-34.71,12.282,0.092,-0.092,11.075,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.8789973043350169,0.3062525652566183,0.5774058577405857,1
9.3813402,0.0,0.0,2.86,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,6305.0,0.0,0.0,1.39,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,543.349,39.689,-34.71,12.282,0.092,-0.092,11.075,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.5129595818627067,0.30627312756550606,0.486013986013986,1
5.6505,0.00094,-0.00081,1.33,0.15,-0.3,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.012,0.046,-0.067,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,271.395,4.342,-4.21,12.044,0.069,-0.069,10.409,0.023,-0.023,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,5.10065938774235,0.39463708673591935,0.7609022556390977,1
4.2304959,0.0,0.0,2.56,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4335.0,0.0,0.0,0.67,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,336.884,5.482,-5.312,16.096,0.126,-0.126,12.834,0.029,-0.029,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.7152557373046874,0.45608490306385435,0.26171875,1
4.23119,0.00043,-0.00042,2.17,0.3,-0.3,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.516,0.065,-0.058,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,336.884,5.482,-5.312,16.096,0.126,-0.126,12.834,0.029,-0.029,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.174362147646094,0.4560474926054433,0.23778801843317973,1
9.9487,0.0013,-0.002,1.48,0.21,-0.23,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.136,0.138,-0.041,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,322.525,5.365,-5.195,11.578,0.018,-0.018,10.512,0.021,-0.021,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.7016563678360614,0.297411781590714,0.7675675675675675,1
2.87814,0.00023,-0.00026,1.01,0.24,-0.13,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.08,0.0,0.0,0.221,0.035,-0.062,4.37283,0.0,0.0,-0.01,0.0,0.0,161.365,1.793,-1.793,17.89,0.2,-0.2,12.538,0.026,-0.026,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,11.647081775131731,0.27710233105642873,1.0693069306930694,2
4.1107634,0.0,0.0,1.01,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,2989.0,0.0,0.0,0.18,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,161.365,1.793,-1.793,17.89,0.2,-0.2,12.538,0.026,-0.026,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,11.647081775131731,0.46267932732098255,0.1782178217821782,1
1.131316,3e-05,-3e-05,4.6,1.3,-1.3,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,6292.0,250.0,-250.0,1.32,0.36,-0.36,0.88,0.0,0.0,4.27,0.18,-0.18,-0.01,0.0,0.0,432.465,8.785,-8.448,13.179,0.126,-0.126,11.323,0.027,-0.027,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.1232842935809978,0.8819609801111811,0.28695652173913044,1
1.131305,1.2e-05,-1.2e-05,3.93,0.77,-2.23,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.122,0.179,-0.027,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,432.465,8.785,-8.448,13.179,0.126,-0.126,11.323,0.027,-0.027,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.1976986004767798,0.8819652678793773,0.28549618320610687,1
5.29853,0.0008,-0.00094,3.32,0.62,-2.63,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.668,0.07,-0.035,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,451.769,13.976,-13.176,16.59,1.133,-1.133,13.071,0.033,-0.033,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.3279193126111647,0.4075338030167545,0.20120481927710845,2
5.29711,0.00074,-0.0007,1.62,0.17,-0.19,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.08,0.0,0.0,0.565,0.053,-0.053,4.37283,0.0,0.0,-0.01,0.0,0.0,451.769,13.976,-13.176,16.59,1.133,-1.133,13.071,0.033,-0.033,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.822514634738381,0.3265913877103353,0.6666666666666666,2
5.2986,0.0006,-0.0006,1.7,0.2,-0.2,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4114.0,99.0,-99.0,0.5,0.04,-0.04,0.88,0.0,0.0,4.8,0.05,-0.05,0.006,0.12,-0.12,451.769,13.976,-13.176,16.59,1.133,-1.133,13.071,0.033,-0.033,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,2.4424994911459397,0.4075311110358132,0.29411764705882354,2
0.35490972,0.0,0.0,1.45,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,3893.0,0.0,0.0,0.57,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,451.769,13.976,-13.176,16.59,1.133,-1.133,13.071,0.033,-0.033,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,3.9362007462380584,1.5746440238032227,0.393103448275862,2
0.354884,6.3e-05,-6.3e-05,1.2,0.2,-0.1,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4114.0,99.0,-99.0,0.5,0.04,-0.04,0.88,0.0,0.0,4.8,0.05,-0.05,0.006,0.12,-0.12,451.769,13.976,-13.176,16.59,1.133,-1.133,13.071,0.033,-0.033,2021.0,0.334,0.0,0.0,0.0,0.0,1,0,0,6.9444444444444455,1.574701083448795,0.4166666666666667,2
4.1029,0.0018,-0.0016,2.28,0.46,-0.48,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.98,0.348,-0.089,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,569.822,22.058,-20.499,12.848,0.057,-0.057,10.804,0.019,-0.019,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0124572743030247,0.4631224883875608,0.868421052631579,1
14.454495,0.0,0.0,2.21,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4521.0,0.0,0.0,0.7,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,158.768,0.856,-0.846,13.654,0.114,-0.114,10.717,0.025,-0.025,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.111743054686363,0.24674017843231877,0.3167420814479638,1
28.564994,0.0,0.0,2.25,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4418.0,0.0,0.0,0.68,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,264.78,0.0,0.0,13.645,0.028,-0.028,10.836,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0534979423868314,0.17551905318373232,0.3022222222222222,1
5.87672094142,0.0017062464,-0.0017062464,8.02139241,1.3228354,-1.3228354,12.0,0.0,0.0,55.0761,0.0,0.0,694.8,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4111.0,122.0,-122.0,0.807445,0.0,0.0,0.88,0.0,0.0,4.43205,0.0,0.0,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.0232504818540292,0.3869668852579604,0.10066145112080359,1
5.8797,0.0018,-0.0015,7.91263,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4111.0,122.0,-122.0,0.807445,0.0,0.0,0.643,0.0,0.0,4.43205,0.0,0.0,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.024222483634984256,0.3306952086949481,0.10204508488328154,1
5.879829,5.2e-05,-5.2e-05,6.97,0.57,-0.6,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.701,0.049,-0.044,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.035439118572654776,0.386864597017279,0.10057388809182209,1
5.87913354,0.0,0.0,7.91263,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4111.0,122.0,-122.0,0.807445,0.0,0.0,0.643,0.0,0.0,4.43205,0.0,0.0,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.024222483634984256,0.33071113970711263,0.10204508488328154,1
5.8796123,0.0,0.0,6.5,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4089.0,0.0,0.0,0.62,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.04369594902139281,0.38687172612558274,0.09538461538461539,1
5.87975,8e-05,-8e-05,3.76,0.56,-0.56,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4056.0,89.0,-89.0,0.393,0.058,-0.058,0.88,0.0,0.0,4.883,0.059,-0.059,-0.01,0.0,0.0,282.602,4.397,-4.268,14.906,0.16,-0.16,11.579,0.021,-0.021,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.22574477716883545,0.3868671959543517,0.10452127659574469,1
25.2768,0.0026,-0.0026,25.0,17.0,-17.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4215.0,201.0,-201.0,0.52,0.066,-0.066,0.88,0.0,0.0,4.758,0.06,-0.06,-0.01,0.0,0.0,467.298,27.7,-27.7,17.2309,0.047,-0.047,13.598,0.044,-0.044,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.000768,0.18658653082484622,0.0208,0
3.292013,5.8e-05,-5.8e-05,5.76,0.94,-0.75,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.674,0.098,-0.018,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,322.97,8.6305,-8.6305,16.54,0.023,-0.023,12.604,0.026,-0.026,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.06279337062757202,0.5170238357134088,0.1170138888888889,1
3.291897,7.6e-05,-7.6e-05,3.39,0.46,-0.46,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,3850.0,91.0,-91.0,0.395,0.048,-0.048,0.88,0.0,0.0,4.882,0.053,-0.053,-0.01,0.0,0.0,322.97,8.6305,-8.6305,16.54,0.023,-0.023,12.604,0.026,-0.026,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.3080222943456424,0.5170329450866066,0.11651917404129794,1
3.2920598,0.0,0.0,4.54,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,3764.0,0.0,0.0,0.52,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,322.97,8.6305,-8.6305,16.54,0.023,-0.023,12.604,0.026,-0.026,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.12823709979659031,0.5170201606888075,0.1145374449339207,1
7.445026,0.000297,-0.000301,2.2805044,3.05014145,-0.26254428,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5277.0,50.0,-50.0,0.825169,0.029663,-0.019449,0.88,0.0,0.0,4.65,0.1,-0.1,0.12,0.08,-0.08,103.625,4.687,-4.3041,11.115,0.017,-0.017,9.075,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.0117856195958987,0.3438018637706921,0.36183617975040966,1
7.4448754,0.0,0.0,2.11,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5132.0,0.0,0.0,0.78,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,103.625,4.687,-4.3041,11.115,0.017,-0.017,9.075,0.024,-0.024,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.277420496275734,0.34380534108200095,0.3696682464454977,1
13.8543,0.0029,-0.0027,3.18,0.33,-0.51,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,1.848,0.143,-0.058,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,379.338,6.875,-6.638,11.869,0.069,-0.069,10.045,0.023,-0.023,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.37316412579213404,0.25202814463793816,0.5811320754716981,1
54.976021,0.0,0.0,39.1,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,6333.0,0.0,0.0,1.41,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,585.961,16.105,-15.281,11.929,0.029,-0.029,10.739,0.023,-0.023,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.00020074788289191578,0.1265186893375827,0.03606138107416879,1
2.59824,0.00012,-0.00012,7.7,0.93,-3.39,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.788,0.069,-0.079,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,730.696,50.258,-44.284,16.575,0.629,-0.629,13.572,0.043,-0.043,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.026285065920754906,0.5819714821914546,0.10233766233766234,1
2.573088,6.8e-05,-6.8e-05,34.0,9.0,-9.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5165.0,163.0,-163.0,2.5,0.66,-0.66,0.88,0.0,0.0,3.68,0.19,-0.19,-0.01,0.0,0.0,48.3153,0.0,0.0,9.46,0.03,-0.03,7.267,0.029,-0.029,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.0003053124363932424,0.5848089579025741,0.07352941176470588,1
2.5730187,0.0,0.0,17.2,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,4488.0,0.0,0.0,0.69,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,48.3153,0.0,0.0,9.46,0.03,-0.03,7.267,0.029,-0.029,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,0.0023582829184851653,0.5848168332802195,0.04011627906976744,1
37.827,0.0049,-0.0044,1.42,0.1,-0.19,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5659.0,0.0,0.0,0.577,0.025,-0.04,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,206.608,1.273,-1.258,13.581,0.126,-0.126,11.042,0.021,-0.021,2019.0,0.334,0.0,0.0,0.0,0.0,1,0,0,4.190986027252586,0.15252477266313322,0.4063380281690141,1
0.35840528,0.0,0.0,1.92,0.0,0.0,12.0,0.0,0.0,321.79,0.0,0.0,1140.0,0.0,0.0,0.06706000000000001,0.0,0.0,0.0775,0.0,0.0,5862.0,0.0,0.0,1.04,0.0,0.0,0.88,0.0,0.0,4.37283,0.0,0.0,-0.01,0.0,0.0,612.027,8.997,-8.744,13.676,0.103,-0.103,12.088,0.025,-0.025,2016.0,0.334,0.0,0.0,0.0,0.0,1,0,0,1.6954210069444446,1.566946384123542,0.5416666666666667,1
